,hs_class,text
238,negative,kelakuan bodoh masuk kategori perbuatan tidak menyenangkan dan kelakuan sontoloyo sangat menganggu persatuan bangsa dan kelakuan naif secara tidak langsung sebagai bentuk intimidasi terhadap ulama dan kelakuan 
239,positive,monyet turun ke pemukiman warga cibadak sukabumi uniform resource locator
240,negative, kotor tidak masalah yang penting bahagia warganya cebong mana nge i 
241,positive,mau giveaway taplak meja tapi nanti yang menang cuma the rich chenle 
242,negative, sudah kebuka satu demi satu kebusukan kubu anies sandi yang menang dengan tanpa berkah uniform resource locator dan prabowo berusaha cuci tangan
243,positive, wkwk bodoh bang 
244,negative, bukan kayak orang bego bro tapi memang b ego 
245,positive,kementerian lingkungan hidup dan kehutanan upayakan pemerataan ekonomi melalui tora di kawasan hutan dan perhutanan sosial tribun medan
246,negative, pak mahfud md sudah berpaling dari allah subhanahu wa taala pemberang demi bangsa ajak semua buang islam
247,negative, orang orang bego kebanyakan minum amp makan kotoran onta otak nya somplak 
248,negative,apa yang terkuak semuanya sudah jelas sejak awal memang itu strategi kampanye kami di tim pemenangan anies sandi uniform resource locator
249,positive, warga badui setelah selesai memperingati tradisi seba di pendopo pemerintah kabupaten lebak akan dilanjutkan kembali be emu dengan gubernur banten wahidin halim hari ini sabtu 21 4 seba badui 2018 
250,negative,lembaga lembaga anti korupsi masa lalu bubar karena sentuh kekuasaan giliran komisi pemberantasan korupsi kenapa pak ai demokrasi indonesia perjuangan pak ai politik penguasa yang pulang mengotot ingin bubarkan komisi pemberantasan korupsi 
251,positive, justru mas kalau menyudutkan salah satu agama t entu malah bahaya itulah pak rocky ini cerdik dia bisa menyusun kalimat yang tepat amp pantas digunakan inti dari ini dia mau kasih tau pnge ian fiksi sebenarnya ayolah mas nya i
252,negative,para pendukung calon presiden gagal pindah on selalu sibuk urus asing bawa kabur uang rupiah 35 t tapi tidak sadar kenapa asing bisa kabur bawa uang sebanyak itu tanpa didukung pribumi anjing mustahil asing bisa pribumi hanya diam kalau disogok mental kacung memang uniform resource locator
253,negative, kamu rabun apa budek gue menulis tidak berbicara dan xf0 x9f x98 x81 xf0 x9f x98 x80 
254,positive,bismillah menahan sepo yang terkutuk 
255,negative, brahahahaaa cebong nya ahoker xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 cebong belum cebok xf0 x9f x98 x85 
256,positive,pembaruan status bikin tugas tugas selesai tidak ya kok jancuk sekali jembut 
257,positive, pak walaupun anda muslim sebagai pejabat negara anda harus be indak demi bangsa negara
258,positive,12 ikan yang sudah sembuh dari sakitnya dan yang masih terselamatkan bagus laik jual harus dipisah atau diseleksi dari ikan yang cacat permanen untuk pemeliharaan lebih lanjut dan dan kesehatan ikan ncc 
259,negative,a inya apa pribumi sadari lihat siapa mereka kecuali kalian sama sama cina komunis misionaris abaikan twit ini usir cina indonesia
260,negative,presiden yang anda tuduh rezim anti islam sudah banyak berbuat untuk negeri ini sudah banyak berbuat untuk umat uniform resource locator
261,negative, manusia bangsat 
262,negative, tetapi ingat ya jangan sampai cina mengenalkan wisata haram juga ke indonesia haha
263,negative, be anya di mana prabowo dan pak ai keadilan sejahtera saja bib kan asyik itu dianggap antek prabowo dan antek pak ai keadilan sejahtera hidupmu pasti lebih dramatis
264,positive,persahabatan salah lovren ini jadi bukti bahwa beda suku agama ras bukanlah halangan dalam membina hubungan dengan sesama umat manusia perbedaan justru menjadi warna tersendiri dalam menjalin pe emanan terima kasih lovren salah favorit best friend forever bro
265,positive, sama saja lah lae meskipun sudah turun menurun tetapi ideologi pak ai komunis indonesia selalu melekat di jiwa mereka 
266,positive, saya juga kesal kalau ada yang merokok sambil naik motor iyakan kadang pengap kalau ditutup terus apalagi macet xe2 x80 xa6 
267,negative, sudah meminta maaf kunyuk bro dan enak banget rasan mereka sebar hoaks meminta maaf sebar hoaks lagi meminta maaf lagi dan mesti di sapu dulu biar jera nih orang uniform resource locator
268,positive,halo warga jaka a wakil kepala dinas penanaman modal dan pelayanan terpadu satu pintu provinsi daerah khusus ibu kota jaka a bapak denny wahyu haryanto mewakili wakil gubernur provinsi daerah khusus ibu kota jaka a membuka acara 2018 junior chamber international jci indonesia nasional event setiamelayanijaka a
269,positive,2 selain perkuat jaringan gubernur juga menekankan perlunya menguasai state of the a knowledge se a bahasa selama merantau di luar indonesia 
270,positive,pandangan tuan guru bajang terhadap agama dan politik
271,negative, penyedia berengsek 
272,positive,susilo bambang yudhoyono presiden ri ke 6 meminta khofifah emil untuk dekat dengan masyarakat no 1 bisa bagus
273,negative, yang dungu itu orang yang mau ganti presiden tetapi tidak tau siapa mikiiiir 
274,positive, bokep cewek bispak bandung ngentot crot di dalam xf0 x9f x98 x80 dan mengunduh full uniform resource locator uniform resource locator
275,negative, kampret complain raga ditanggapi fuck 
276,negative,kamu kok kayak jablay grand theft auto maunya dijemput pakai mobil 
277,positive,lihat memek tante 
278,negative,sementara itu kerjanya memusuhi dakwah islam bubarkan hati rakyat juga berhak lengserkan jokowi kodok tukang pencitraan 
279,negative, apa katanya saling melengkapi orang buktinya kamu juga goblok bagaimana sih 
280,positive, xe2 x80 x9ctidak xe2 x80 x9d kata salah seorang khalifah rasyidin itu xe2 x80 x9ckami dahulu memerangi orang kafir bersama mereka xe2 x80 x9d xe2 x80 x9ckalau begitu mereka orang orang munafik xe2 x80 x9d xe2 x80 x9ctidak juga sebab orang munafik
281,positive, dia suka nete ujian nasional jadi maklumkan 
282,negative, nek lihat match terakhir chelsea sih harusnya menang mudah manchester united tapi iya embuh sih chelsea kacrut ki tidak bisa diprediksi xf0 x9f x98 x82 
283,positive, ya kali pak tentara nasional indonesia suruh uruskan sampah plastik xf0 x9f x98 x91 
284,positive, itulah yang di khawatirkan dari manuver politik dan kebijakan yang dilakukan oleh rezim ini semoga hal tersebut tidak akan pernah terjadi di negara kesatuan republik indonesia tercinta amin 
285,positive,permadi arya melaporkan rocky gerung ke polisi serius itu kitab suci itu fiksi kata rocky pernyataan itu salah anda merasa terhina tunggu bukankah biasa penganut agama a menganggap kitab suci 
286,positive, bajingan tengik memang 
287,negative,kok bisa pakai buruh cina kan rakyat sendiri banyak pengangguran dasar rejim kodok 
288,negative, 
289,positive,rupiah haneul pada cute padahal pacarnya perek yang on retweet 
290,positive, bilangnya anti asing asing tidak taunya wkwk 
291,positive, di suriah sekolah radikal dan rakit bom pulang ke indonesia jadi tempat pukul ya di amankan 
292,positive, karena kadang hidup memang kayak tai malah kadang yang berak orang lain tapi kamu yang harus bereskan tainya tangan kamu iya xe2 x80 xa6 
293,negative, ih banci selotipan xf0 x9f x98 x82 
294,negative, haha kalah nih iya orang jahat pasti kalah
295,positive, gubernur zaman now gus ipul puti 2 ganjar yasin 1 djarot syiar 2 hasan anton 2 koster ace 1 nurdin sudirman 3 karolin gidot 2 keanekaragaman budaya suku agama itulah sesungguhnya kekayaan kita tutur djarot di hadapan pese a rakercabsu 
296,negative, yang cinta orde baru pasti meng idola kan prabowo amp hary tanoe di
297,negative,menantang buka dadalah eh menyebut setanlah memang sudah pada habis kamus melawan kenegarawanan pak joko widodo presiden ri ke 7 pada makin stresssssss nih hati hati kena strok atau serangan jantung nanti rakyat indonesia kehilangan badut badut politik merdeka 
298,negative, belah duren ya tidak dungu ya tidak cebong xf0 x9f x98 x80 xf0 x9f x98 x86 maaf ya 
299,positive,2 orang orang yahudi dan nasrani yang telah kami beri al kitab taurat dan injil mengenal muhammad 
300,negative,bubarkan hati amp front pembela islam uniform resource locator
301,negative,ahok memang verbalnya keras pelampiasan dan pelarian karena kelelakiannya lunak 
302,positive, sekadar bagikan juga teman teman kantor aku kalau ada pelanggan yang bercadar langsung bilang awas ada bom aku hanya menghela nafas xf0 x9f x98 xaf 
303,positive, pantat mana nih ingin menusuk dan ditusuk dan xf0 x9f x91 x89open bo wa 08157686707 dan gay berondong massage boy gayjaka a gay yogyaka a gay tangger xe2 x80 xa6 
304,positive, yang diancam untuk dibunuh itu presiden republik indonesia mas terus mesti lapor dulu apakah penegak hukum tidak bisa be indak jika ada ancaman pembunuhan kepada kepala negaranya 
305,positive, kayak orang nyosor mau meminta nete 
306,positive, ngewe baik 
307,positive, jebur belum bukan cebur 
308,positive,pak ai keadilan sejahtera ulang tahun di balai kota rr berbicara mencalonkan presiden di balai kota ganti saja namanya jadi balai politik 
309,negative,pak perlu melanjutkan rencana untuk menyeret ke pengadilan ham pbb uniform resource locator
310,positive, kebijakan pengembalian barang kepada konsumen yang dilakukan apabila barang tersebut rusak cacat produksi atau konsumen merasa kurang puas dengan produk tersebut terhitung selama 7 hari dari tanggal pembelian dan haus mini kuiz hazid kunyuk ikutan dan 
311,positive,kisah hidup muhammad yang lebih lengkap dapat diunduh di sini
312,negative,penjajahan di atas bumi indonesia harus di hapus kan penjajahan ekonomi budaya hasil bumi oleh cina harus kita basmi demi negara kesatuan republik indonesia usir 
313,positive, we ada pipis onta tercecer di mari pantas bau pesing 
314,positive, kalau kejadian di sini mungkin juga kalian yang teriak paling lantang pm h pro asing lebih dahulu pas ditawari bantuan asing bikin posko ini itu yang intinya malah mengompori keluarga korban lama pm h bilang 15 hari kelamaan harusnya 3
315,positive, mari berjuang sampai jokowi dilantik kembali di tahun 2019 jangan gentar jangan takut walau mata benang di leher walau ujung tombak di perut dan tidak akan surut langkah kita tidak akan bisu suara kita tidak akan
316,positive, kayak monyet 
317,negative,survei di metro televisi jokowi menang dari presiden baru tapi cara menghitungnya bagaimana ya 45 bisa mengalahkan 46 jangan jangan salah judul maksudnya jokowi masih menangis sumber zie bajrie
318,positive, 
319,positive,cuba lah tegak anime nih karakai jozu no takagi san kalau rasa nak feeling feeling cinta monyet zaman sekolah memang throwback habis 9 10 uniform resource locator
320,positive,serunya pesta budaya derau di kutai kakak anegara 
321,positive, ada yang mau kontaknya retweet sekarang ya banyak banget kenalan tante jilboobs sange nini namanya tante dea o xe2 x80 xa6 
322,positive,debat publik bukan ajang pembuktian siapa pintar atau sebaliknya juga bukan ruang akademik untuk pamer siapa paling indah setiap orang punya kekuatan dan kelemahan bukan hanya soal dirinya itu egosentris namanya ini lebih pada soal kekuatan menahan l
323,negative,duduki istana negara sekalian lengserkan jokowi salam dua tahun 
324,negative, wah hebatnya pak yang lagi sibuk pencitraan baca nih
325,negative, bagi anda mungkin tidak apa apa tapi bagi kami muslim ini sangat menghinakan kami iblis betina itu sudah menista syariat kami 
326,negative, baby kafir buddha teroris myanmar
327,negative,indonesia belum merdeka indonesia masih dijajah oleh orang cina takbir allahu akbar uniform resource locator
328,positive,memang benar kata pengamat politik hanta yudha kalau pasangan calon no 2 ini tidak ada kan nya di jawa tengah jawa tengah gayeng 2019 tetap jokowi
329,negative, jongos penista agama ahok sok sok ngong sara majikan nya penebar sara astagfirullah tobat
330,positive, boleh saya follow beli juga saya katolik dan ikut akun prof untuk menambah wawasan berbangsa terima kasih 
331,negative, kapan itu sih bejat cabul balik pengecut sih onta itu iya 
332,negative,menurut wibisono pencitraan jokowi telah disebarkan up media massa pro asing sehingga terkesan jokowi berhasil 
333,negative, adian gaya kamu kayak beruk begini kalau supir tembak metromini masuk dewan perwakilan rakyat kampungan kamu 
334,negative, km terlalu mainstream mengaa ikan pintar pintar itu relatif tergantung mau dibawa kemana penge iannya surat pemberitahuan tahunan anda pintar meng undeeestimate kan orang gue pintar komen saja rejim now pintar mangkrakan janji janji doang sok making
335,positive, kan memang gue dungu 
336,positive, ih masak di samakan sama sampah xf0 x9f x98 xa3 xf0 x9f x98 xa3 xf0 x9f x98 xa3 
337,negative, gue terpukau 2019 ganti presiden
338,positive,aspirasi ibu lina dari sumedang kepada calon gubernur jabar berantas perebut laki orang yang sudah meresahkan kehidupan warga desa 
339,negative, yaelah chat saja kamu uruskan itu yang sudah kelihatan mesum anggota dewan perwakilan rakyat pada diam yang nyata selingkuh tujuh tahun kalian pura pura budek cebong intelligence quotient dua ratus tidak sampai otaknya 
340,positive, itu yang saya katakan sejak dulu lagi kita tak takut dengan cina atau pak i dap tapi kita bimbang pemahaman yang dibawa oleh mereka 
341,positive, cermin pun pecah saat dirinya berkaca 
342,negative, langsung tag pak ainya tidak berani ya bera i kamu banci 
343,positive,awwww comel nya asing kan ikut warna 
344,positive,islam menjadikan manusia yang idealis namun tetap realistis mempersiapkan kehidupan masa kini namun tak lupa masa depan diajak bekerja keras dan diajak pula beristirahat 
345,negative, kristus anjing anjing jembut keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk k
346,positive, agama katolik tidak ada yang menyebut katolik nusantara agama kristen protestan tidak ada yang menyebut kristen protestan nusantara agama hindu tidak ada yang menyebut hindu nusantara agama buddha tidak ada yang menyebut buddha nusantara lah kok ini
347,positive,3 karena berbasis teknologi digital presiden juga meminta sistem betul betul jalan dan langsung bisa digunakan dan ramah bagi pengguna ratas
348,negative, ah itu kan perasaanmu saja untuk menghibur diri mana ada cebong tidak bahagia presiden cebong punya tol cebong punya lah kamu punya cuma germo xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 
349,negative,kami lebih resah anda jadi presiden hidup anda penuh drama dan pencitraan main film televisi saja joko judulnya uniform resource locator
350,positive,agama kristen golongan darah b nasal san fernando valley 
351,negative,buddha bunuh muslim di myanmar
352,negative, yahudi bangkai meminta sama jerman sana tempat ibadah 
353,negative,papa meminta ketua fraksi rakyat mau nya setya novanto keluar dari dewan perwakilan rakyat bukan di pecat dari ketua dewan perwakilan rakyat percuma saya di pecat dan masih ada di dewan perwakilan rakyat
