Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Type,Target
rezim kendali negara cina komunis patron tunggal rezim anti islam jokowi,1,0,0,1,1,1,0,0,0,0,1,0,Hate Speech,Group
tanda nya pilihan kepala daerah pemilihan presiden,0,0,0,0,0,0,0,0,0,0,0,0,None,None
misi 4 membangun masyarakat gotong royong toleran harmoni selaras nilai budaya jawa barat luhur nomor jawa barat asyik asyik menang,0,0,0,0,0,0,0,0,0,0,0,0,None,None
ketabahan pasangan taufik puan nurliyana wajar dicontohi jom sumbangan meringankan beban pasangan come on twitter do your berpikir badan standarisasi nasional 0510541000096745 bank islam 05058020145124 nurliyana bosan abdul razif,0,0,0,0,0,0,0,0,0,0,0,0,None,None
sih tai doang belaganya selangit karma idol flop gue te awa keras,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
celeng kangen gue iya,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
terangi negeri budaya yuk mengunjungi purwoke o mumpung even rakyat purwoke o ekstra vaganza banyumas,0,0,0,0,0,0,0,0,0,0,0,0,None,None
presiden dana taktis kepentingan rakyatnya program program pemerintah program pembangunan infrastruktur kip kakak indonesia sehat ifikat tanah perhutanan sosial bahan bakar minyak 1 harga padat karya,0,0,0,0,0,0,0,0,0,0,0,0,None,None
amin ya allah timnya kinan pelatihan ular rawa rawa dapatnya sungai gede musuhnya buaya wkwk,0,0,0,0,0,0,0,0,0,0,0,0,None,None
maju memaki mama bolot,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
gerombolan kadal jidat gosong sukanya ribut gerombolannya salah pura pura budek dasar gerombolan cingkrang uniform resource locator,1,1,0,1,0,0,1,0,0,0,1,0,Hate Speech & Abusive,Group
gentarnya takut kafir xf0 x9f x98 x81,0,0,0,0,0,0,0,0,0,0,0,0,None,None
saracen akun kritis dianggap saracen aneh jokowi,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
bego teman gue najis kesal gue,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
kafir kristen ulah,1,1,0,1,1,0,0,0,0,0,1,0,Hate Speech & Abusive,Group
tau bau baunya keciri sipit buluk,1,1,1,0,0,1,0,0,0,1,0,0,Hate Speech & Abusive,Individual
kayak memegang mucikari,0,0,0,0,0,0,0,0,0,0,0,0,None,None
guru tk darma wanita persatuan desa plumbon porong deklarasi anti hoaks ujaran kebencian isu sarah mendukung pilihan kepala daerah damai,0,0,0,0,0,0,0,0,0,0,0,0,None,None
anjir seram mainnya begituan xf0 x9f x98 x82 xf0 x9f x91 x8c,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
kayaknya bank te entu bilang jual uang asing tukar rupiah,0,0,0,0,0,0,0,0,0,0,0,0,None,None
onta yaman nih setahun gue depo asi,1,1,1,0,0,0,0,0,1,0,0,1,Hate Speech & Abusive,Individual
hati hati berita pilihan kepala daerah berbau hoaks madiun madiun today 100thmadiun kotak karismatik madiun tolak cukai ilegal kunjungi,0,0,0,0,0,0,0,0,0,0,0,0,None,None
anak cocot ya,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
xf0 x9f x99 x88 xf0 x9f x99 x88 xf0 x9f x99 x88 xf0 x9f x99 x88 xf0 x9f x99 x88 xf0 x9f x99 x88 xf0 x9f x99 x88udah ketahuan hoaks ya fahri ambil berita tuyg pembaruan tong sampah diambil screenshoot taunya berita,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
mantap direct message barisan serba bang,0,0,0,0,0,0,0,0,0,0,0,0,None,None
lebah suka bunga makan bangkai gue penasaran madu nya kayak xf0 x9f xa4 x94,0,0,0,0,0,0,0,0,0,0,0,0,None,None
indonesia mundur bentuk,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
dungu bilang hacker haha,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
haha blunder cebong protein energy malnutrition pusat alasan ham rakyat aceh ya kali coba datangi pemerintah bilang suruh hukum islam kaffah aceh dewan perwakilan rakyat a,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
bangsat gue menyelam 1,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
dipancing pancing urusan penistaan berbicara pemahaman fiksi kitab suci,0,0,0,0,0,0,0,0,0,0,0,0,None,None
cebong kacung teman gue dungunya tulang sumsum buang buang energi debat xf0 x9f x98 x82,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
ai korupsi sapi goblok,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
sinyal kontol pemeliharaan niat sih login twitter doang susah open redtube setan,1,1,0,1,0,0,0,1,0,0,1,0,Hate Speech & Abusive,Group
matanya kafir wkwk,0,0,0,0,0,0,0,0,0,0,0,0,None,None
facebook anjir lupa,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
sih bilang alah kontol,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
nikita mirzani pakai hijab berbicara cebang cebong fantasikan uh ah cokorers,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
tatapannya dialihkan arah enggan menatap pria mencurigakan pe kali gaduh suasana angie menemukan pria asing tidur sofanya kejadian sepe i,0,0,0,0,0,0,0,0,0,0,0,0,None,None
lahir berkembangnya gerakan komunis indonesia dipisahkan organisasi bernama indische sociaal democratische vereeniging,0,0,0,0,0,0,0,0,0,0,0,0,None,None
shaheizy wajah baharu calpis,0,0,0,0,0,0,0,0,0,0,0,0,None,None
ya terserah balasnya fokus pekerjaan tugas proyek seni budaya 2 setelahnya langsung dikumpul dipresentasikan bersyukur nilainya memuaskan kejadian proyek,0,0,0,0,0,0,0,0,0,0,0,0,None,None
bro,0,0,0,0,0,0,0,0,0,0,0,0,None,None
kelakuan bodoh masuk kategori perbuatan menyenangkan kelakuan sontoloyo menganggu persatuan bangsa kelakuan naif langsung bentuk intimidasi ulama kelakuan,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
monyet turun pemukiman warga cibadak sukabumi uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0,None,None
kotor bahagia warganya cebong nge i,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
giveaway taplak meja menang the rich chenle,0,0,0,0,0,0,0,0,0,0,0,0,None,None
kebuka kebusukan kubu anies sandi menang berkah uniform resource locator prabowo berusaha cuci tangan,1,0,0,1,0,0,0,0,1,0,1,0,Hate Speech,Group
wkwk bodoh bang,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
kayak orang bego bro b ego,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
kementerian lingkungan hidup kehutanan upayakan pemerataan ekonomi tora kawasan hutan perhutanan sosial tribun medan,0,0,0,0,0,0,0,0,0,0,0,0,None,None
mahfud md berpaling allah subhanahu wa taala pemberang bangsa ajak buang islam,1,1,0,1,1,0,0,0,0,0,0,1,Hate Speech & Abusive,Group
orang orang bego kebanyakan minum amp makan kotoran onta otak nya somplak,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
terkuak strategi kampanye tim pemenangan anies sandi uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
warga badui selesai memperingati tradisi seba pendopo pemerintah kabupaten lebak dilanjutkan be emu gubernur banten wahidin halim sabtu 21 4 seba badui 2018,0,0,0,0,0,0,0,0,0,0,0,0,None,None
lembaga lembaga anti korupsi bubar sentuh kekuasaan giliran komisi pemberantasan korupsi ai demokrasi indonesia perjuangan ai politik penguasa pulang mengotot bubarkan komisi pemberantasan korupsi,1,0,0,1,0,0,0,0,1,0,1,0,Hate Speech,Group
mas menyudutkan salah agama t entu bahaya rocky cerdik menyusun kalimat amp inti kasih tau pnge ian fiksi ayolah mas nya i,0,0,0,0,0,0,0,0,0,0,0,0,None,None
pendukung calon presiden gagal pindah on sibuk urus asing bawa kabur uang rupiah 35 t sadar asing kabur bawa uang didukung pribumi anjing mustahil asing pribumi diam disogok mental kacung uniform resource locator,1,1,0,1,0,1,0,0,0,0,1,0,Hate Speech & Abusive,Group
rabun budek gue menulis berbicara xf0 x9f x98 x81 xf0 x9f x98 x80,1,1,1,0,0,0,1,0,0,1,0,0,Hate Speech & Abusive,Individual
bismillah menahan sepo terkutuk,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
brahahahaaa cebong nya ahoker xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 cebong cebok xf0 x9f x98 x85,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
pembaruan status bikin tugas tugas selesai ya jancuk jembut,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
muslim pejabat negara be indak bangsa negara,0,0,0,0,0,0,0,0,0,0,0,0,None,None
12 ikan sembuh sakitnya terselamatkan bagus laik jual dipisah diseleksi ikan cacat permanen pemeliharaan kesehatan ikan ncc,0,0,0,0,0,0,0,0,0,0,0,0,None,None
a inya pribumi sadari lihat kecuali cina komunis misionaris abaikan twit usir cina indonesia,1,0,0,1,0,1,0,0,0,0,0,1,Hate Speech,Group
presiden tuduh rezim anti islam berbuat negeri berbuat umat uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
manusia bangsat,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
ya cina mengenalkan wisata haram indonesia haha,1,0,0,1,0,1,0,0,0,0,1,0,Hate Speech,Group
be anya prabowo ai keadilan sejahtera bib asyik dianggap antek prabowo antek ai keadilan sejahtera hidupmu dramatis,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
persahabatan salah lovren bukti beda suku agama ras halangan membina hubungan umat manusia perbedaan warna tersendiri menjalin pe emanan terima kasih lovren salah favorit best friend forever bro,0,0,0,0,0,0,0,0,0,0,0,0,None,None
lae turun menurun ideologi ai komunis indonesia melekat jiwa,0,0,0,0,0,0,0,0,0,0,0,0,None,None
kesal merokok motor iyakan kadang pengap ditutup macet xe2 x80 xa6,0,0,0,0,0,0,0,0,0,0,0,0,None,None
maaf kunyuk bro enak banget rasan sebar hoaks maaf sebar hoaks maaf mesti sapu biar jera nih orang uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
halo warga jaka a wakil kepala dinas penanaman modal pelayanan terpadu pintu provinsi daerah khusus kota jaka a denny wahyu haryanto mewakili wakil gubernur provinsi daerah khusus kota jaka a membuka acara 2018 junior chamber international jci indonesia nasional event setiamelayanijaka a,0,0,0,0,0,0,0,0,0,0,0,0,None,None
2 perkuat jaringan gubernur menekankan menguasai state of the a knowledge a bahasa merantau indonesia,0,0,0,0,0,0,0,0,0,0,0,0,None,None
pandangan tuan guru bajang agama politik,0,0,0,0,0,0,0,0,0,0,0,0,None,None
penyedia berengsek,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
susilo bambang yudhoyono presiden ri 6 khofifah emil masyarakat no 1 bagus,0,0,0,0,0,0,0,0,0,0,0,0,None,None
dungu orang ganti presiden tau mikiiiir,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
bokep cewek bispak bandung ngentot crot xf0 x9f x98 x80 mengunduh full uniform resource locator uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
kampret complain raga ditanggapi fuck,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
kayak jablay grand theft auto maunya dijemput pakai mobil,1,1,1,0,0,0,0,1,0,1,0,0,Hate Speech & Abusive,Individual
lihat memek tante,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
kerjanya memusuhi dakwah islam bubarkan hati rakyat berhak lengserkan jokowi kodok tukang pencitraan,1,0,1,0,1,0,0,0,0,0,0,1,Hate Speech,Individual
melengkapi orang buktinya goblok sih,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
xe2 x80 x9ctidak xe2 x80 x9d salah khalifah rasyidin xe2 x80 x9ckami memerangi orang kafir xe2 x80 x9d xe2 x80 x9ckalau orang orang munafik xe2 x80 x9d xe2 x80 x9ctidak orang munafik,0,0,0,0,0,0,0,0,0,0,0,0,None,None
suka nete ujian nasional maklumkan,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
nek lihat match chelsea sih menang mudah manchester united iya embuh sih chelsea kacrut ki diprediksi xf0 x9f x98 x82,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
ya kali tentara nasional indonesia suruh uruskan sampah plastik xf0 x9f x98 x91,0,0,0,0,0,0,0,0,0,0,0,0,None,None
khawatirkan manuver politik kebijakan rezim semoga negara kesatuan republik indonesia tercinta amin,0,0,0,0,0,0,0,0,0,0,0,0,None,None
permadi arya melaporkan rocky gerung polisi serius kitab suci fiksi rocky pernyataan salah terhina tunggu penganut agama a menganggap kitab suci,0,0,0,0,0,0,0,0,0,0,0,0,None,None
bajingan tengik,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
pakai buruh cina rakyat pengangguran dasar rejim kodok,1,1,1,0,0,1,0,0,0,1,0,0,Hate Speech & Abusive,Individual
,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
rupiah haneul cute pacarnya perek on retweet,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
bilangnya anti asing asing taunya wkwk,0,0,0,0,0,0,0,0,0,0,0,0,None,None
suriah sekolah radikal rakit bom pulang indonesia ya amankan,0,0,0,0,0,0,0,0,0,0,0,0,None,None
kadang hidup kayak tai kadang berak orang bereskan tainya tangan iya xe2 x80 xa6,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
ih banci selotipan xf0 x9f x98 x82,1,1,1,0,0,0,0,1,0,1,0,0,Hate Speech & Abusive,Individual
haha kalah nih iya orang jahat kalah,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
cinta orde meng idola prabowo amp hary tanoe,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
menantang buka dadalah eh menyebut setanlah habis kamus melawan kenegarawanan joko widodo presiden ri 7 stresssssss nih hati hati kena strok serangan jantung rakyat indonesia kehilangan badut badut politik merdeka,1,1,0,1,0,0,1,0,0,0,1,0,Hate Speech & Abusive,Group
belah duren ya dungu ya cebong xf0 x9f x98 x80 xf0 x9f x98 x86 maaf ya,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
2 orang orang yahudi nasrani al kitab taurat injil mengenal muhammad,0,0,0,0,0,0,0,0,0,0,0,0,None,None
bubarkan hati amp front pembela islam uniform resource locator,1,0,0,1,1,0,0,0,0,0,0,1,Hate Speech,Group
ahok verbalnya keras pelampiasan pelarian kelelakiannya lunak,1,0,1,0,0,0,0,1,0,1,0,0,Hate Speech,Individual
bagikan teman teman kantor pelanggan bercadar langsung bilang awas bom menghela nafas xf0 x9f x98 xaf,0,0,0,0,0,0,0,0,0,0,0,0,None,None
pantat nih menusuk ditusuk xf0 x9f x91 x89open bo wa 08157686707 gay berondong massage boy gayjaka a gay yogyaka a gay tangger xe2 x80 xa6,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
diancam dibunuh presiden republik indonesia mas mesti lapor penegak hukum be indak ancaman pembunuhan kepala negaranya,0,0,0,0,0,0,0,0,0,0,0,0,None,None
kayak orang nyosor nete,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
ngewe,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
jebur cebur,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
ai keadilan sejahtera ulang balai kota rr berbicara mencalonkan presiden balai kota ganti namanya balai politik,0,0,0,0,0,0,0,0,0,0,0,0,None,None
melanjutkan rencana menyeret pengadilan ham pbb uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
kebijakan pengembalian barang konsumen barang rusak cacat produksi konsumen puas produk terhitung 7 tanggal pembelian haus mini kuiz hazid kunyuk ikutan,0,0,0,0,0,0,0,0,0,0,0,0,None,None
kisah hidup muhammad lengkap diunduh,0,0,0,0,0,0,0,0,0,0,0,0,None,None
penjajahan bumi indonesia hapus penjajahan ekonomi budaya hasil bumi cina basmi negara kesatuan republik indonesia usir,1,0,0,1,0,1,0,0,0,0,0,1,Hate Speech,Group
we pipis onta tercecer mari bau pesing,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
kejadian teriak lantang pm h pro asing pas ditawari bantuan asing bikin posko intinya mengompori keluarga korban pm h bilang 15 3,0,0,0,0,0,0,0,0,0,0,0,0,None,None
mari berjuang jokowi dilantik 2019 gentar takut mata benang leher ujung tombak perut surut langkah bisu suara,0,0,0,0,0,0,0,0,0,0,0,0,None,None
kayak monyet,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
survei metro televisi jokowi menang presiden menghitungnya ya 45 mengalahkan 46 salah judul maksudnya jokowi menangis sumber zie bajrie,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
,0,0,0,0,0,0,0,0,0,0,0,0,None,None
cuba tegak anime nih karakai jozu no takagi san nak feeling feeling cinta monyet zaman sekolah throwback habis 9 10 uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0,None,None
serunya pesta budaya derau kutai kakak anegara,0,0,0,0,0,0,0,0,0,0,0,0,None,None
kontaknya retweet ya banget kenalan tante jilboobs sange nini namanya tante dea o xe2 x80 xa6,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
debat publik ajang pembuktian pintar ruang akademik pamer indah orang kekuatan kelemahan egosentris namanya kekuatan menahan l,0,0,0,0,0,0,0,0,0,0,0,0,None,None
duduki istana negara lengserkan jokowi salam,1,0,1,0,0,0,0,0,1,0,0,1,Hate Speech,Individual
hebatnya sibuk pencitraan baca nih,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
muslim menghinakan iblis betina menista syariat,1,1,1,0,1,0,0,0,0,1,0,0,Hate Speech & Abusive,Individual
baby kafir buddha teroris myanmar,1,1,0,1,1,1,0,0,0,0,1,0,Hate Speech & Abusive,Group
indonesia merdeka indonesia dijajah orang cina takbir allahu akbar uniform resource locator,1,0,0,1,0,1,0,0,0,0,1,0,Hate Speech,Group
pengamat politik hanta yudha pasangan calon no 2 nya jawa jawa gayeng 2019 jokowi,0,0,0,0,0,0,0,0,0,0,0,0,None,None
jongos penista agama ahok sok sok ngong sara majikan nya penebar sara astagfirullah tobat,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
follow beli katolik akun prof menambah wawasan berbangsa terima kasih,0,0,0,0,0,0,0,0,0,0,0,0,None,None
sih bejat cabul pengecut sih onta iya,1,1,1,0,0,0,0,1,0,1,0,0,Hate Speech & Abusive,Individual
wibisono pencitraan jokowi disebarkan up media massa pro asing terkesan jokowi berhasil,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
adian gaya kayak beruk supir tembak metromini masuk dewan perwakilan rakyat kampungan,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
km mainstream mengaa ikan pintar pintar relatif tergantung dibawa kemana penge iannya surat pemberitahuan tahunan pintar meng undeeestimate orang gue pintar komen rejim now pintar mangkrakan janji janji doang sok making,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
gue dungu,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
ih masak samakan sampah xf0 x9f x98 xa3 xf0 x9f x98 xa3 xf0 x9f x98 xa3,0,0,0,0,0,0,0,0,0,0,0,0,None,None
gue terpukau 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
aspirasi lina sumedang calon gubernur jabar berantas perebut laki orang meresahkan kehidupan warga desa,0,0,0,0,0,0,0,0,0,0,0,0,None,None
yaelah chat uruskan mesum anggota dewan perwakilan rakyat diam nyata selingkuh tujuh pura pura budek cebong intelligence quotient ratus otaknya,1,1,0,1,0,0,1,1,0,0,1,0,Hate Speech & Abusive,Group
takut cina i dap bimbang pemahaman dibawa,0,0,0,0,0,0,0,0,0,0,0,0,None,None
cermin pecah berkaca,0,0,0,0,0,0,0,0,0,0,0,0,None,None
langsung tag ainya berani ya bera i banci,1,1,1,0,0,0,0,1,0,1,0,0,Hate Speech & Abusive,Individual
awwww comel nya asing warna,0,0,0,0,0,0,0,0,0,0,0,0,None,None
islam menjadikan manusia idealis realistis kehidupan lupa diajak keras diajak beristirahat,0,0,0,0,0,0,0,0,0,0,0,0,None,None
kristus anjing anjing jembut keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk k,1,1,0,1,1,0,1,1,0,0,1,0,Hate Speech & Abusive,Group
agama katolik menyebut katolik nusantara agama kristen protestan menyebut kristen protestan nusantara agama hindu menyebut hindu nusantara agama buddha menyebut buddha nusantara,0,0,0,0,0,0,0,0,0,0,0,0,None,None
3 berbasis teknologi digital presiden sistem jalan langsung ramah pengguna ratas,0,0,0,0,0,0,0,0,0,0,0,0,None,None
ah perasaanmu menghibur cebong bahagia presiden cebong tol cebong germo xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
resah presiden hidup penuh drama pencitraan main film televisi joko judulnya uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
agama kristen golongan darah b nasal san fernando valley,0,0,0,0,0,0,0,0,0,0,0,0,None,None
buddha bunuh muslim myanmar,1,0,0,1,1,0,0,0,0,0,1,0,Hate Speech,Group
yahudi bangkai jerman ibadah,1,1,0,1,1,1,0,0,0,0,1,0,Hate Speech & Abusive,Group
papa ketua fraksi rakyat nya setya novanto dewan perwakilan rakyat pecat ketua dewan perwakilan rakyat pecat dewan perwakilan rakyat,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
cina,0,0,0,0,0,0,0,0,0,0,0,0,None,None
hoaks kodok biawak meroket sekop bangsat karbitan munafik 2019 ganti presiden 2019 presiden 2019 tenggelamkan jokowi sungai siak,1,1,0,1,0,1,0,0,0,0,1,0,Hate Speech & Abusive,Group
ribut komunis bla bla emoh baca baca niat agitasi menyerang pemerintah pakai cari simpatisan,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
10 presiden jokowi berharap skema kerja pembangunan pembangunan,0,0,0,0,0,0,0,0,0,0,0,0,None,None
pemilihan langsung biar memilih presiden dewan perwakilan rakyat calon presiden biar kayak kucing karung bikin mekanisme oke calon presiden ditentukan gubernur berprestasi maju calon presiden gubernur,0,0,0,0,0,0,0,0,0,0,0,0,None,None
vital inter bek kanan pembeda ya era maicon ambrosio kedatangan cancelo bagusnya nhmmmm bera i kesimpulannya geblek ausilio xf0 x9f x98 x81 xf0,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
namanya agama munafik,1,1,1,0,1,0,0,0,0,1,0,0,Hate Speech & Abusive,Individual
43 contoh tudingan dugaan korupsi susilo bambang yudhoyono dorong kejaksaan usut himbau komisi pemberantasan korupsi usut dugaan korupsi jokowi,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
mencium bau bau pecun uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
berhenti konsumen wisata haji rumah menipu produsen wisata jiarah indonesia,1,0,0,1,1,0,0,0,0,0,1,0,Hate Speech,Group
pemburu nazi simon wiesenthal memegang foto foto menggambarkan mantan kepala gestapo laki laki rauf van kamar gas bergerak mengeksekusi orang orang yahudi,0,0,0,0,0,0,0,0,0,0,0,0,None,None
caci maki penista agama ketahuan poligami mengumpet dibegitukan sih ogah,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
bubarkan negara kesatuan republik indonesia harga mati,1,0,0,1,0,0,0,0,1,0,0,1,Hate Speech,Group
